Complaint ID,Date,Product,Issue,Complaint,Answer,Explanation,Label,Category
15605297,08/29/25,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,I recently pulled my credit report and noticed multiple fraudulent inquiries that I have no knowledge of. These inquiries need to be removed immediately. This is XXXX of many attempts to remove these unauthorized inquiries. Please help me get these take care of immediately. XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX,No,"The redacted complaint does not contain any of the four types of personal information. The date ""XXXXXX/XX/XXXX"" is a generic date format and does not, without further context, reveal an age, name, or any other specific type of personal information from the listed categories.",No,
15577707,08/29/25,Credit card,Problem with a company's investigation into an existing problem,The action was taken by me. Multiple cards in XXXX,No,,No,
15195024,2008/10/25,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"The consumer reporting agency has willfully violated the Fair Credit Reporting Act ( FCRA ), specifically 15 U.S.C. 1681b Permissible purposes of consumer reports, by furnishing or reporting information on my credit file without my written consent or legal authorization. I did not provide any written instructions allowing the agency to collect or disclose this information. This is a clear violation of the permissible purpose provision, and I have formally disputed the items in question.",No,,No,
15495118,08/25/25,Credit reporting or other personal consumer reports,Incorrect information on your report,"Hello, I am reaching out with serious concern regarding the erroneous information on my credit report. These inaccuracies are holding me back from achieving financial stability, as my credit applications continue to be rejected because of them. This situation is not only unfair but also creating a great deal of stress and worry in my life. As a consumer, I have the right to an accurate credit report, and those rights are being violated by the continued presence of this incorrect information.",No,,No,
15075980,2008/4/25,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"I am writing to formally dispute several hard inquiries listed on my credit report that I did not authorize. Upon reviewing my credit file, I noticed multiple inquiries from companies with whom I have never applied for credit or given permission to access my report. 
I have submitted dispute requests and provided documentation to support my claim, but the inquiries remain on my file without resolution. These unauthorized inquiries negatively impact my credit score and raise concerns about potential identity misuse or reporting errors. Despite my follow-ups, the issue has not been appropriately addressed.

As a consumer, I have the right under the Fair Credit Reporting Act ( FCRA ) to dispute any information on my credit report that I believe to be inaccurate or fraudulent. I am requesting that a full investigation be conducted to determine the origin and legitimacy of these inquiries.",No,The complaint does not contain any of the four types of personal information.,No,
15411772,08/20/25,Debt collection,Attempts to collect debt not owed,"I AM FORMALLY REQUESTING THE IMMEDIATE REMOVAL OF THE FRAUDULENT ACCOUNTS CURRENTLY LISTED ON MY CREDIT REPORT. I DID NOT AUTHORIZE THESE ACCOUNTS, AND THEIR INCLUSION REPRESENTS A SERIOUS BREACH OF MY PERSONAL AND FINANCIAL SECURITY. THESE ENTRIES ARE FALSE AND INACCURATE, AND THEIR PRESENCE IS DAMAGING TO THE INTEGRITY OF MY CREDIT FILE. I URGE YOU TO TAKE IMMEDIATE CORRECTIVE ACTION BY PERMANENTLY DELETING THESE ACCOUNTS FROM MY REPORT TO ENSURE ITS ACCURACY, COMPLETENESS, AND COMPLIANCE WITH THE FAIR CREDIT REPORTING ACT ( FCRA ).",No,The complaint does not contain any of the four types of personal information listed.,No,
15178412,2008/8/25,Credit reporting or other personal consumer reports,Incorrect information on your report,"Hello, I am writing to delete the following information on my credit report. The following items are listed in the report. I am a victim of identity theft. The charges made on the account were not mine. The items need to be deleted as they are inaccurate items on my credit report. The theft of my identity was reported to the federal Trade Commission. Also, I have an enclosed copy of the Federal Trade Commission identity theft affidavit. Please find it in your best interest to delete the items I would like to emphasize the following legal obligations under the FCRA : Under 1681b, a consumer reporting agency may furnish a consumer report only under specific circumstances, including "" In response to the order of a court having jurisdiction to issue such an order, or a subpoena issued in connection with proceedings before a Federal grand jury. '' This provision strictly limits when my consumer report can be furnished, and I do not believe any of these circumstances apply in this case.

Under 15 U.S.C. 1681i ( a ) ( 1 ) ( A ), credit bureaus must conduct a "" reasonable reinvestigation '' upon receiving notice of a consumer dispute. I am formally notifying you of this dispute, and I expect a thorough and reasonable reinvestigation of all items I've identified.

15 U.S. Code 1681b outlines the permissible purposes of consumer reports, including conditions for furnishing and using consumer reports for employment purposes. I do not believe any of these permissible purposes apply to the disputed items on my report.

15 U.S. Code $ 1681c-2 a consumer reporting agency shall block the reporting of any.

information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days after the date of receipt.

15 U.S. Code 1681 Section B ( i ) - Requirements relating to reinsertion of previously deleted material - If a consumer reporting agency removes information from someone's credit file based on the requirements in the preceding section ( A ), the agency can not re-add or reinsert that previously deleted information back into the person 's file unless the entity that originally provided that information certifies that it is complete and accurate.",No,,No,
15593859,08/28/25,Credit reporting or other personal consumer reports,Improper use of your report,"Credit companoha e my personal information, banking information soliciting me with high interest rates",No,"The complaint states that a credit company has the complainant's ""personal information"" and ""banking information,"" but it does not *contain* any specific details falling into the listed categories of personal information.",No,
15357173,08/18/25,Checking or savings account,Problem with a lender or other company charging your account,"I made a reservation at XXXX for a total of {$370.00} that was supposed to be charged on XX/XX/XXXX ( XXXX days prior to travel ). However, XXXX charged me on XX/XX/XXXX and I didn't have enough funds for that transaction. I requested a credit and XXXX issued a credit. on XX/XX/XXXX US Bank showed BOTH transactions, pending, so canceling each other out, which is fine. In addition, I have an email from XXXX that my credit would show up on my card on XX/XX/XXXX. 

Today XX/XX/XXXX, I checked my balance, and the pending credit no longer shows up on the pending transactions, only the charge. This made my account overdrawn. The bank is refusing to issue a provisional credit to my account to restore a positive balance. They claim it is XXXX problem, and XXXX claims it's the Bank 's problem. 

In the meantime, my account is still overdrawn.",No,"The complaint describes a personal financial situation (not having enough funds, account overdrawn) but this does not fall into any of the four defined categories, which focus on identity, inherent characteristics, or specific sensitive information like military details or medical conditions.",No,
15619458,08/31/25,"Money transfer, virtual currency, or money service",Fraud or scam,"This is also tied to another complaint with you XXXX On XXXX, three unauthorized ATM withdrawals were made using my Cash App Visa Debit Card, issued by XXXX XXXX XXXX The transactions were as follows : {$200.00} at XXXX in XXXX, WA {$62.00} at XXXX in XXXX, WA {$9.00} at XXXX in XXXX, WA I live in XXXX, California, and have never been to Washington State. In fact, only 15 minutes before these withdrawals, I made a legitimate purchase at a XXXX in XXXX, CA. It would have been physically impossible for me to be in XXXX. 
I reported the fraud immediately. XXXX XXXX  refunded the {$200.00} charge, acknowledging it was fraudulent, but wrongfully denied the other two charges ( {$62.00} and {$9.00} ), even though they were part of the same fraudulent activity. 
Under the Electronic Fund Transfer Act ( Regulation E, 12 CFR Part 1005 ), consumers are not liable for unauthorized transactions when promptly reported. XXXX XXXX  has failed to comply with Regulation E by denying reimbursement for clearly fraudulent charges. 
Requested Resolution : Full reimbursement of the remaining unauthorized charges ( {$62.00} and {$9.00} ). 
A copy of the evidence used in XXXX XXXX  investigation, as required by law. 
Assurance that XXXX XXXX  will comply with Regulation XXXX protections for consumers. 

* * * * cash app also has denied me access to the store address / location on all of these, as well as a transaction number * * * * * * *",Yes,"it belongs to Category 2.

The complaint reveals the complainant's state of residence (""California""), which is a personal descriptor related to their location and potential nationality/residency status.",No,
